timestamp,barcode_text,ocr_text,image_path,status
2026-03-12 10:07:55,1374342642,13743426542,data\captures\2026-03-12\img_20260312_100755_1374342642_13743426542.jpg,barcode+ocr
2026-03-12 10:08:06,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_100806_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 10:08:07,BARCODE NOT FOUND,137453426542,data\captures\2026-03-12\img_20260312_100807_BARCODENOTFOUND_137453426542.jpg,ocr_only
2026-03-12 10:08:08,BARCODE NOT FOUND,1374354242,data\captures\2026-03-12\img_20260312_100808_BARCODENOTFOUND_1374354242.jpg,ocr_only
2026-03-12 10:08:09,BARCODE NOT FOUND,13743426542,data\captures\2026-03-12\img_20260312_100809_BARCODENOTFOUND_13743426542.jpg,ocr_only
2026-03-12 10:08:11,BARCODE NOT FOUND,13743425642,data\captures\2026-03-12\img_20260312_100811_BARCODENOTFOUND_13743425642.jpg,ocr_only
2026-03-12 10:08:12,BARCODE NOT FOUND,137434262,data\captures\2026-03-12\img_20260312_100812_BARCODENOTFOUND_137434262.jpg,ocr_only
2026-03-12 10:08:12,BARCODE NOT FOUND,1374342642,data\captures\2026-03-12\img_20260312_100812_BARCODENOTFOUND_1374342642.jpg,ocr_only
2026-03-12 10:08:14,BARCODE NOT FOUND,137434265842,data\captures\2026-03-12\img_20260312_100814_BARCODENOTFOUND_137434265842.jpg,ocr_only
2026-03-12 10:08:14,BARCODE NOT FOUND,137434242,data\captures\2026-03-12\img_20260312_100814_BARCODENOTFOUND_137434242.jpg,ocr_only
2026-03-12 10:08:15,BARCODE NOT FOUND,13574342542,data\captures\2026-03-12\img_20260312_100815_BARCODENOTFOUND_13574342542.jpg,ocr_only
